,Name,Category,Category_1,Location,Location_1,Label,Rating,Review,avg_lunch,avg_dinner,min_lunch,max_lunch,min_dinner,max_dinner,Location_2
2052,앙젤리제,유러피안음식,양식,방배,서초구,예약,4.8,71,15000.0,30000.0,10000.0,20000.0,10000.0,50000.0,방배
2053,고덕,중식,중식,연남,마포구,예약,4.8,243,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,연남
2054,문화식당 성수점,파스타,양식,성수,성동구,예약,4.7,65,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,성수
2055,센티맷,브런치,양식,도곡,강남구,예약,4.6,68,15000.0,30000.0,10000.0,20000.0,10000.0,50000.0,도곡
2056,거궁 창동점,한정식,한식,창동,도봉구,예약,4.0,19,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,창동
2057,크로스비,와인,주류,양재,서초구,예약,4.8,64,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,양재
2058,타케모토,일식,일식,용산,용산구,예약,4.6,8,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,용산
2059,리파인 사당점,전통주,주류,사당,동작구,예약,4.9,144,영업안함,30000.0,,,10000.0,50000.0,사당
2060,구의규 구의본점,소고기구이,한식,구의,광진구,예약,4.9,46,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,구의
2061,INDICA 인디카,인도음식,아시아음식,한남,용산구,예약,4.8,142,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,한남
2062,우리 청담점,한식,한식,청담,강남구,예약,4.8,20,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,청담
2063,다올 숯불구이 명동점,"육류,고기요리",한식,명동,중구,예약,5.0,110,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,명동
2064,나인피스그릴,"육류,고기요리",한식,사당,동작구,예약,4.7,20,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,사당
2065,내슈빌 스테이크하우스,"스테이크,립",양식,대치,강남구,예약,4.5,280,30000.0,30000.0,20000.0,40000.0,10000.0,50000.0,대치
2066,무르무르드구스토,이탈리아음식,양식,안암,성북구,예약,4.7,77,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,안암
2067,뮤즐레,와인,주류,용산,용산구,예약,4.4,14,영업안함,30000.0,,,10000.0,50000.0,용산
2068,한판도 강남본점,"육류,고기요리",한식,강남,강남구,예약,4.0,10,15000.0,30000.0,10000.0,20000.0,10000.0,50000.0,강남
2069,섬맛의 공방,이자카야,일식,문정,송파구,예약,4.5,3,영업안함,30000.0,,,10000.0,50000.0,문정
2070,리리코,이탈리아음식,양식,연남,마포구,예약,4.9,21,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,연남
2071,고스마 성수점 (trattoria gosma),이탈리아음식,양식,성수,성동구,예약,4.8,6,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,성수
2072,놉스 서래마을점,"스테이크,립",양식,서래마을,서초구,예약,3.9,47,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,서래마을
2073,소소목장,"육류,고기요리",한식,서초,서초구,예약,4.4,2,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,서초
2074,조박집3,돼지고기구이,한식,마포,마포구,예약,4.6,14,영업안함,30000.0,,,10000.0,50000.0,마포
2075,서낭당,한식,한식,용산,용산구,예약,4.7,27,영업안함,30000.0,,,10000.0,50000.0,용산
2076,계란식당,퓨전음식,퓨전,금호,성동구,예약,4.8,4,영업안함,30000.0,,,10000.0,50000.0,금호
2077,아크,일식,일식,여의도,영등포구,예약,4.4,33,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,여의도
2078,와라야키 쿠이신보 삼각지,이자카야,일식,삼각지,용산구,예약,4.6,8,영업안함,30000.0,,,10000.0,50000.0,삼각지
2079,마담풍천 보라매,한식,한식,보라매,동작구,예약,4.8,9,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,보라매
2080,PONO BUONO 포노 부오노,이탈리아음식,양식,도산공원,강남구,예약,4.8,82,영업안함,30000.0,,,10000.0,50000.0,도산공원
2081,비스트로미 서울역점,이탈리아음식,양식,서울역,성동구,예약,4.9,7,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,서울역
2082,장서는날,한식,한식,역삼,강남구,예약,4.4,3,15000.0,30000.0,10000.0,20000.0,10000.0,50000.0,역삼
2083,안식당,한정식,한식,성신여대,성북구,예약,4.2,1,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,성신여대
2084,이자카야미주,이자카야,일식,대치,강남구,예약,5.0,4,영업안함,30000.0,,,10000.0,50000.0,대치
2085,리파인 명동을지로점,전통주,주류,종로,종로구,예약,4.9,100,영업안함,30000.0,,,10000.0,50000.0,종로
2086,청담 김윤식,이자카야,일식,청담,강남구,예약,4.9,29,영업안함,30000.0,,,10000.0,50000.0,청담
2087,시래본가 교대역점,한정식,한식,서초,서초구,예약,4.8,4,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,서초
2088,시래본가 역삼역점,한정식,한식,역삼,강남구,예약,4.9,5,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,역삼
2089,피센시오(FISENSIO),와인,주류,가로수길,강남구,예약,5.0,2,20000.0,30000.0,10000.0,30000.0,10000.0,50000.0,가로수길
2090,회의,이자카야,일식,연남,마포구,예약,5.0,1,영업안함,30000.0,,,10000.0,50000.0,연남
2091,다이조부 샤로수길점,이자카야,일식,샤로수길,관악구,예약,5.0,1,영업안함,30000.0,,,10000.0,50000.0,샤로수길
2092,리나스파파,이탈리아음식,양식,신사,강남구,예약,4.6,3,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,신사
2093,달리181 마곡발산점,이탈리아음식,양식,마곡,강서구,예약,5.0,3,30000.0,30000.0,10000.0,50000.0,10000.0,50000.0,마곡
2094,핏제리아오,피자,양식,혜화,종로구,예약,4.6,65,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,혜화
2095,하츠코이,이자카야,일식,양재,서초구,예약,4.3,109,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,양재
2096,황금콩밭,한식,한식,마포,마포구,예약,4.0,309,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,마포
2097,시스트로,이탈리아음식,양식,방배,서초구,예약,4.6,52,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,방배
2098,CHAI797 삼성점,중식,중식,삼성,강남구,예약,3.8,86,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,삼성
2099,Chai797 GFC점,중식,중식,역삼,강남구,예약,3.6,81,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,역삼
2100,Chai797 을지로점 (시그니처타워),중식,중식,을지로,중구,예약,3.6,74,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,을지로
2101,Chai797 여의도점,중식,중식,여의도,영등포구,예약,4.2,187,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,여의도
2102,Chai797 롯데캐슬잠실점,중식,중식,잠실,송파구,예약,4.0,89,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,잠실
2103,요리하는남자,이탈리아음식,양식,잠실,송파구,예약,4.6,94,25000.0,35000.0,10000.0,40000.0,10000.0,60000.0,잠실
2104,게방식당 논현,한식,한식,강남구청,강남구,예약,4.3,161,25000.0,35000.0,10000.0,40000.0,10000.0,60000.0,강남구청
2105,아메리칸 차이니즈 친,중식,중식,서초,서초구,예약,4.4,50,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,서초
2106,히게쯔라,이자카야,일식,합정,마포구,예약,4.4,210,영업안함,35000.0,,,10000.0,60000.0,합정
2107,사랑의 불고기,"육류,고기요리",한식,이태원,용산구,예약,4.3,31,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,이태원
2108,서울안심축산 마포직영점,"육류,고기요리",한식,마포,마포구,예약,4.6,56,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,마포
2109,란주쿠,일식,일식,삼성,강남구,예약,4.4,276,영업안함,35000.0,,,10000.0,60000.0,삼성
2110,통의동 국빈관,소고기구이,한식,서촌,종로구,예약,4.4,324,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,서촌
2111,소설옥 본점,돼지고기구이,한식,이태원,용산구,예약,4.5,61,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,이태원
2112,도누각,"육류,고기요리",한식,회현,중구,예약,4.7,10,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,회현
2113,OPNNG,양식,양식,압구정,강남구,예약,4.6,719,영업안함,35000.0,,,10000.0,60000.0,압구정
2114,W 루프탑 와인바,와인,주류,신촌,서대문구,예약,4.8,5,영업안함,35000.0,,,10000.0,60000.0,신촌
2115,넬보스코,이탈리아음식,양식,회현,중구,예약,4.4,136,30000.0,35000.0,10000.0,50000.0,10000.0,60000.0,회현
2116,플레이버타운,아시아음식,아시아음식,서울숲,성동구,예약,4.6,962,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,서울숲
2117,비네트 vignette wine bar,이탈리아음식,양식,강남,강남구,예약,4.8,434,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,강남
2118,처그 (chug),와인,주류,삼각지,용산구,예약,4.2,179,영업안함,35000.0,,,10000.0,60000.0,삼각지
2119,테라코타 용산점,이탈리아음식,양식,용산,용산구,예약,4.1,32,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,용산
2120,로기,컨템포러리,퓨전,한남,용산구,예약,4.8,520,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,한남
2121,복이오복국,"해물,생선요리",한식,청담,강남구,예약,4.6,18,25000.0,35000.0,10000.0,40000.0,10000.0,60000.0,청담
2122,원할머니 보쌈족발 본점(Since 1975),"보쌈,족발",한식,신당,중구,예약,4.3,40,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,신당
2123,극락,한식,한식,압구정로데오,강남구,예약,4.7,244,영업안함,35000.0,,,10000.0,60000.0,압구정로데오
2124,KIMI,양식,양식,신용산,용산구,예약,4.7,358,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,신용산/이촌
2125,이자카야 아리,이자카야,일식,논현,강남구,예약,4.8,36,영업안함,35000.0,,,10000.0,60000.0,논현
2126,라셰즈 Rachez,양식,양식,마곡,강서구,예약,4.8,140,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,마곡
2127,서초옥상,양식,양식,서초,서초구,예약,4.5,155,영업안함,30000.0,,,10000.0,50000.0,서초
2128,테니,프랑스음식,양식,성수,성동구,예약,4.4,105,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,성수
2129,냐옹지마,이자카야,일식,문래,영등포구,예약,4.8,640,영업안함,35000.0,,,10000.0,60000.0,문래
2130,Harbour,양식,양식,신용산,용산구,예약,4.8,353,영업안함,35000.0,,,10000.0,60000.0,신용산/이촌
2131,포르모사,아시아음식,아시아음식,양재,서초구,예약,4.7,57,20000.0,35000.0,10000.0,30000.0,10000.0,60000.0,양재
2132,Chai797 동대문 현대시티아울렛점,중식,중식,동대문,동대문구,예약,4.1,8,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,동대문
2133,스시도쿠 카미동,일식,일식,왕십리,성동구,예약,4.6,205,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,왕십리/상왕십리
2134,두어마리 논현점,한식,한식,논현,강남구,예약,4.8,105,영업안함,35000.0,,,10000.0,60000.0,논현
2135,미드나잇트윈즈,양식,양식,을지로,중구,예약,4.4,36,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,을지로
2136,룡산399 용산점,중식,중식,용산,용산구,예약,4.7,35,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,용산
2137,빈티지1981 더파크 올림픽공원,이탈리아음식,양식,방이,송파구,예약,4.5,19,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,방이
2138,잇스시 IT’ SUSHI,"스시,초밥",일식,홍대,마포구,예약,4.8,15,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,홍대
2139,식선,일식,일식,합정,마포구,예약,4.9,271,29000.0,35000.0,29000.0,29000.0,10000.0,60000.0,합정
2140,루츠서울 Roots Seoul,양식,양식,합정,마포구,예약,5.0,96,영업안함,35000.0,,,10000.0,60000.0,합정
2141,카나비 용산,한식,한식,삼각지,용산구,예약,4.5,270,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,삼각지
2142,육회관 여의도점,요리주점,주류,여의도,영등포구,예약,4.4,20,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,여의도
2143,테이크 유어 타임,양식,양식,선릉,강남구,예약,4.8,27,영업안함,35000.0,,,10000.0,60000.0,선릉/선정릉
2144,벨라스가든 서울숲점,이탈리아음식,양식,서울숲,성동구,예약,4.1,14,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,서울숲
2145,별진화로구이,"육류,고기요리",한식,남영,용산구,예약,4.4,11,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,남영
2146,치폴라로쏘 삼성본점,이탈리아음식,양식,삼성,강남구,예약,4.6,18,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,삼성
2147,오름,이탈리아음식,양식,군자,광진구,예약,4.9,26,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,군자
2148,파스타엑스(PASTA X),파스타,양식,한남,용산구,예약,4.8,53,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,한남
2149,피쇽(piishock),파스타,양식,용산,용산구,예약,4.8,72,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,용산
2150,초앙,"칵테일,위스키",주류,충무,중구,예약,5.0,8,영업안함,35000.0,,,10000.0,60000.0,충무로
2151,코미오 문래,일식,일식,문래,영등포구,예약,4.7,8,15000.0,35000.0,10000.0,20000.0,10000.0,60000.0,문래
2152,바 플럭서스,와인,주류,청담,강남구,예약,5.0,10,영업안함,35000.0,,,10000.0,60000.0,청담
2153,왕비집 명동중앙점,"육류,고기요리",한식,명동,중구,예약,5.0,1,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,명동
2154,왕비집 명동2호점,"육류,고기요리",한식,명동,중구,예약,4.3,1,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,명동
2155,왕비집 육호점,"육류,고기요리",한식,명동,중구,예약,4.3,1,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,명동
2156,하루,일식,일식,삼성,강남구,예약,5.0,1,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,삼성
2157,구선,이자카야,일식,여의도,영등포구,예약,4.9,12,35000.0,35000.0,10000.0,60000.0,10000.0,60000.0,여의도
2158,페어링룸,이탈리아음식,양식,청담,강남구,예약,4.6,2134,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,청담
2159,제주몬트락 수서직영점,돼지고기구이,한식,수서,강남구,예약,4.7,14,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,기타
2160,투뿔등심 논현본점,소고기구이,한식,강남구청,강남구,예약,4.4,96,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,강남구청
2161,하누소 창동본점,소고기구이,한식,창동,도봉구,예약,3.7,90,20000.0,40000.0,10000.0,30000.0,10000.0,70000.0,창동
2162,더 키친 일뽀르노 광화문점,이탈리아음식,양식,광화문,종로구,예약,4.4,374,25000.0,40000.0,20000.0,30000.0,10000.0,70000.0,광화문
2163,하누소 인사점,소고기구이,한식,인사동,종로구,예약,4.3,49,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,인사동
2164,푸에고,와인,주류,한남,용산구,예약,4.6,366,영업안함,40000.0,,,10000.0,70000.0,한남
2165,쿠촐로 테라짜,양식,양식,청담,강남구,예약,4.4,584,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,청담
2166,한암동 정동점,한식,한식,광화문,종로구,예약,4.5,446,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,광화문
2167,Trattoria & Bar VILLA DE LA VINO,이탈리아음식,양식,이태원,용산구,예약,4.9,441,18000.0,41500.0,18000.0,18000.0,18000.0,65000.0,이태원
2168,크리스탈제이드 상하이 팰리스 잠실 에비뉴엘점,중식,중식,잠실,송파구,예약,3.9,134,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,잠실
2169,고메오드,양식,양식,삼청,종로구,예약,4.6,532,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,삼청
2170,한암동 여의도점,한식,한식,여의도,영등포구,예약,4.7,574,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,여의도
2171,메르시 (Merci),유러피안음식,양식,양재,서초구,예약,4.6,46,30000.0,40000.0,10000.0,50000.0,10000.0,70000.0,양재
2172,민목,요리주점,주류,한남,용산구,예약,4.3,193,영업안함,40000.0,,,10000.0,70000.0,한남
2173,푸에르코 여의도,"육류,고기요리",한식,여의도,영등포구,예약,4.4,170,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,여의도
2174,원 디그리 노스,바베큐,양식,논현,강남구,예약,4.3,323,15000.0,40000.0,10000.0,20000.0,10000.0,70000.0,논현
2175,오스테리아 파로,파스타,양식,서울숲,성동구,예약,4.5,112,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,서울숲
2176,마꽁이네사랑방,와인,주류,여의도,영등포구,예약,4.6,41,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,여의도
2177,아우정,소고기구이,한식,삼성,강남구,예약,4.6,34,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,삼성
2178,청담나인 NINE live,양식,양식,청담,강남구,예약,4.6,670,영업안함,40000.0,,,12000.0,68000.0,청담
2179,우화당,소고기구이,한식,삼성,강남구,예약,4.2,83,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,삼성
2180,압구정면옥,한식,한식,압구정,강남구,예약,4.3,31,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,압구정
2181,온블랙94,"스테이크,립",양식,상수,마포구,예약,4.8,195,영업안함,40000.0,,,10000.0,70000.0,상수
2182,도심,이자카야,일식,강남,강남구,예약,4.5,99,영업안함,40000.0,,,10000.0,70000.0,강남
2183,완스,양식,양식,논현,강남구,예약,4.9,170,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,논현
2184,이국도산 EEGUK,양식,양식,압구정,강남구,예약,4.7,782,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,압구정
2185,스키야끼 오비야,일식,일식,홍대,마포구,예약,4.0,2,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,홍대
2186,서촌 프렌치,프랑스음식,양식,서촌,종로구,예약,4.9,168,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,서촌
2187,스시도쿠 더성수,"스시,초밥",일식,서울숲,성동구,예약,4.5,119,20000.0,40000.0,10000.0,30000.0,10000.0,70000.0,서울숲
2188,육회담,이자카야,일식,가로수길,강남구,예약,4.5,10,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,가로수길
2189,동천홍 용산점,중식,중식,후암,용산구,예약,4.6,12,30000.0,40000.0,10000.0,50000.0,10000.0,70000.0,후암
2190,미래회관 마곡점,돼지고기구이,한식,마곡,강서구,예약,4.6,26,40000.0,40000.0,10000.0,70000.0,10000.0,70000.0,마곡
2191,갓포소,일식,일식,가산디지털단지,금천구,예약,4.0,7,20000.0,40000.0,10000.0,30000.0,10000.0,70000.0,가산디지털단지
2192,오늘의밥상3.4,한식,한식,대치,강남구,예약,4.9,19,25000.0,40000.0,10000.0,40000.0,10000.0,70000.0,대치
2193,시추안하우스 삼성점,중식,중식,삼성,강남구,예약,4.4,287,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,삼성
2194,시추안하우스 압구정점,중식,중식,압구정,강남구,예약,4.4,288,30000.0,45000.0,10000.0,50000.0,10000.0,80000.0,압구정
2195,늘복집,복어요리,일식,수서,강남구,예약,4.6,153,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,기타
2196,크리스탈제이드 상하이 팰리스 광화문점,중식,중식,광화문,종로구,예약,4.2,367,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,광화문
2197,구들,한식,한식,압구정로데오,강남구,예약,4.6,399,영업안함,45000.0,,,10000.0,80000.0,압구정로데오
2198,자르뎅페르뒤,유러피안음식,양식,역삼,강남구,예약,4.8,56,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,역삼
2199,서울로인 서울숲점,소고기구이,한식,서울숲,성동구,예약,4.6,392,59500.0,114500.0,29000.0,90000.0,90000.0,139000.0,서울숲
2200,오스테리아 오티보,이탈리아음식,양식,방배,서초구,예약,4.4,53,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,방배
2201,연남5701,와인,주류,연남,마포구,예약,4.5,786,영업안함,45000.0,,,10000.0,80000.0,연남
2202,서울로인 서울점,소고기구이,한식,서울역,성동구,예약,4.6,403,74500.0,119000.0,59000.0,90000.0,99000.0,139000.0,서울역
2203,디어앨리스,유러피안음식,양식,이태원,용산구,예약,4.8,98,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,이태원
2204,스케줄 청담,이탈리아음식,양식,청담,강남구,예약,4.2,1151,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,청담
2205,오롯 로바타,일식,일식,공덕,마포구,예약,4.4,167,15000.0,45000.0,10000.0,20000.0,10000.0,80000.0,공덕
2206,호텔 카푸치노 레스토랑 핫이슈,이탈리아음식,양식,논현,강남구,예약,4.4,123,30000.0,45000.0,10000.0,50000.0,10000.0,80000.0,논현
2207,미야비,일식,일식,합정,마포구,예약,4.7,183,영업안함,45000.0,,,10000.0,80000.0,합정
2208,온더보더 롯데월드몰점,멕시코음식,양식,잠실,송파구,예약,4.2,175,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,잠실
2209,온더보더 현대디큐브시티점,멕시코음식,양식,신도림,구로구,예약,3.9,40,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,신도림
2210,온더보더 롯데몰 김포공항점,멕시코음식,양식,방화,강서구,예약,4.0,32,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,방화
2211,대평갈비,소고기구이,한식,평창동,도봉구,예약,4.8,97,25000.0,45000.0,10000.0,40000.0,10000.0,80000.0,평창동
2212,한우리 잠실에비뉴엘점,"육류,고기요리",한식,잠실,송파구,예약,4.2,16,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,잠실
2213,비놀로지 VINOLOGY,와인,주류,청담,강남구,예약,4.8,329,영업안함,45000.0,,,10000.0,80000.0,청담
2214,광평 평양냉면갈비 삼성본점,"육류,고기요리",한식,삼성,강남구,예약,4.6,561,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,삼성
2215,기마이,한식,한식,신용산,용산구,예약,4.8,258,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,신용산/이촌
2216,만가타,유러피안음식,양식,삼청,종로구,예약,4.7,296,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,삼청
2217,밀리언스푼,유러피안음식,양식,영등포,영등포구,예약,4.2,131,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,영등포
2218,정각,양식,양식,마포,마포구,예약,4.5,194,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,마포
2219,셰프뮤지엄 루이키친,중식,중식,건대,광진구,예약,4.6,40,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,건대
2220,서울안심축산 신도림역 음식문화의거리점,"육류,고기요리",한식,신도림,구로구,예약,5.0,4,20000.0,45000.0,10000.0,30000.0,10000.0,80000.0,신도림
2221,호샤퀴테리에,유러피안음식,양식,역삼,강남구,예약,4.4,3,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,역삼
2222,꾸띠자르당,프랑스음식,양식,이태원,용산구,예약,4.2,157,45000.0,45000.0,10000.0,80000.0,10000.0,80000.0,이태원
2223,쇼쿠도카이,이자카야,일식,청담,강남구,예약,4.7,209,영업안함,50000.0,,,10000.0,90000.0,청담
2224,길운구락부,중식,중식,삼청,종로구,예약,4.1,51,35000.0,50000.0,10000.0,60000.0,10000.0,90000.0,삼청
2225,볼라레,이탈리아음식,양식,서래마을,서초구,예약,4.5,827,50000.0,50000.0,10000.0,90000.0,10000.0,90000.0,서래마을
2226,Chai797 광화문점,중식,중식,광화문,종로구,예약,3.9,135,50000.0,50000.0,10000.0,90000.0,10000.0,90000.0,광화문
2227,Chai797 청계천점,중식,중식,을지로,중구,예약,4.0,145,50000.0,50000.0,10000.0,90000.0,10000.0,90000.0,을지로
2228,괴르츠,이탈리아음식,양식,상수,마포구,예약,4.4,1632,45000.0,50000.0,10000.0,80000.0,10000.0,90000.0,상수
2229,제너릭,양식,양식,청담,강남구,예약,4.8,193,영업안함,50000.0,,,10000.0,90000.0,청담
2230,이태리재,이탈리아음식,양식,북촌,종로구,예약,4.4,1814,50000.0,50000.0,10000.0,90000.0,10000.0,90000.0,북촌
2231,원기옥,한식,한식,성수,성동구,예약,4.5,449,50000.0,50000.0,10000.0,90000.0,10000.0,90000.0,성수
2232,사브서울,양식,양식,압구정,강남구,예약,4.6,1573,영업안함,50000.0,,,10000.0,90000.0,압구정
2233,서우 룸다이닝 성수점,중식,중식,서울숲,성동구,예약,4.5,123,50000.0,50000.0,10000.0,90000.0,10000.0,90000.0,서울숲
2234,코스모더케이브,와인,주류,연남,마포구,예약,4.9,21,영업안함,10000.0,,,10000.0,10000.0,연남
2235,빌라더다이닝,양식,양식,연남,마포구,예약,4.5,137,50000.0,50000.0,10000.0,90000.0,10000.0,90000.0,연남
2236,주방류,중식,중식,논현,강남구,예약,5.0,1,50000.0,50000.0,10000.0,90000.0,10000.0,90000.0,논현
2237,금복당 본점,한식,한식,삼성,강남구,예약,4.4,130,25000.0,55000.0,10000.0,40000.0,10000.0,100000.0,삼성
2238,덕후선생 청담,중식,중식,청담,강남구,예약,4.4,888,55000.0,55000.0,10000.0,100000.0,10000.0,100000.0,청담
2239,더 샤퀴테리아,양식,양식,한남,용산구,예약,4.6,286,55000.0,55000.0,10000.0,100000.0,10000.0,100000.0,한남
2240,몽중헌 공덕점,중식,중식,마포,마포구,예약,4.5,1049,55000.0,55000.0,10000.0,100000.0,10000.0,100000.0,마포
2241,최원석의돼지한판&서해쭈꾸미 시립대점,"육류,고기요리",한식,청량리,동대문구,예약,5.0,2,55000.0,55000.0,10000.0,100000.0,10000.0,100000.0,청량리
2242,이춘복참치 용산본점,참치회,일식,용산,용산구,예약,3.9,32,25000.0,55000.0,10000.0,40000.0,10000.0,100000.0,용산
2243,도원스타일 무역센터점,중식,중식,삼성,강남구,예약,4.5,72,55000.0,55000.0,10000.0,100000.0,10000.0,100000.0,삼성
2244,도원스타일 서울역점,중식,중식,서울역,성동구,예약,4.4,205,55000.0,55000.0,10000.0,100000.0,10000.0,100000.0,서울역
2245,티원 청량리점,중식,중식,청량리,동대문구,예약,3.9,28,55000.0,55000.0,10000.0,100000.0,10000.0,100000.0,청량리
2246,갓포아키 여의도점,이자카야,일식,여의도,영등포구,예약,4.6,718,영업안함,55000.0,,,10000.0,100000.0,여의도
2247,육일점,돼지고기오마카세,한식,강남구청,강남구,예약,4.7,92,20000.0,55000.0,10000.0,30000.0,10000.0,100000.0,강남구청
2248,덕후선생 광화문 D타워점,중식,중식,광화문,종로구,예약,4.3,963,55000.0,55000.0,10000.0,100000.0,10000.0,100000.0,광화문
2249,다원식당,양식,양식,건대,광진구,예약,4.9,126,영업안함,20000.0,,,10000.0,30000.0,건대
2250,봉피양제주 강남점,한식,한식,강남,강남구,예약,4.1,80,55000.0,55000.0,10000.0,100000.0,10000.0,100000.0,강남
2251,네기스키야키 광화문점,일식,일식,광화문,종로구,예약,4.4,354,50500.0,54500.0,16000.0,85000.0,10000.0,99000.0,광화문
2252,코메,일식,일식,도산공원,강남구,예약,4.7,608,영업안함,55000.0,,,10000.0,100000.0,도산공원
